"Book Id","ISBN","Bookshelf","Tags","Wishlist","Started Reading On","Ended Reading On","Pages Read","Read","My Rating","Review","Short note","Advanced note","Signed","Number of copies","Quotes","Flashcards","Title","Subtitle","Language","Categories","Authors","Illustrators","Translators","Editors","Narrators","Photographers","Publisher","Page Count","Published At","Format","Series","Volume","Loan Type","Loan Name","Loan Start Date","Loan Due Date","Purchase From","Purchase Price","Purchase Date","Transfer Type","Transfer place","Transfer Price","Transfer Date","Description","Date added"
"1739525","9780441012770","Fiction","",0,,,0,0,,,,,0,1,"","","The Aware",,"en","Sci-Fi & Fantasy,Fantasy","Glenda Larke","","","","","","Ace",318,"2005-03-29","paperback","Isles of Glory",1,,,,,,,,,,,,"A halfbreed's search for a mysterious slave woman leads her to a lawless land of dark dunmagic and an evil that poses a threat to all the Isles of Glory.","2023-12-02"
"179347","9781506700229","Graphic Novels & Manga","",0,,,0,0,,,,,0,1,"","","Avatar: The Last Airbender--North and South Part One",,"en","Graphic Novels & Manga,Media Tie-In,Fantasy","Gene Luen Yang,Michael Dante DiMartino,Bryan Konietzko","Gurihiru","","","","","Dark Horse Books",80,"2016-09-27","paperback","Avatar: The Last Airbender: North and South",1,,,,,,,,,,,,"When Aang leaves to aid Zuko with the Kemurikage, Katara and Sokka return to the Southern Water Tribe by themselves. Katara is shocked to find that her beloved village has become a bustling city, with none other than their father, Hakoda, in charge! A Northerner named Malina seems to be behind this change, pushing the North and South to be more unified...but what are her true goals? 

Written and drawn by the creative team behind the best-selling The Search, The Rift, and Smoke and Shadow, Gene Luen Yang and Gurihiru, in collaboration with Avatar: The Last Airbender and Legend of Korra creators Michael Dante DiMartino and Bryan Konietzko, this is the ultimate continuation of Avatar and the perfect companion to Legend of Korra!","2023-04-02"
"551666","9781506708126","Graphic Novels & Manga","",0,,,0,0,,,,,0,1,"","","Avatar: The Last Airbender--Imbalance Library Edition",,"en","Graphic Novels & Manga,Media Tie-In,Fantasy","Michael Dante DiMartino,Bryan Konietzko,Faith Erin Hicks","Peter Wartman,Ryan Hill","","","","","Dark Horse Books",240,"2020-06-16","hardcover",,,,,,,,,,,,,,"Aang faces a decision from which there is no return!

When Aang, Katara, Sokka, and Toph return to Earthen Fire Industries--the factory owned by Toph's father--Aang is surprised when their arrival is met with a cold shoulder. As soon as the team is asked for help at a business council meeting, the reason for the slight becomes clear: a massive bender-versus-non-bender conflict has gripped the town and is threatening to turn violent. In order to heal the divide and save the town, Aang and the team will all face tough decisions about power and identity that could tear them apart. 

Written by Faith Erin Hicks (The Adventures of Superhero Girl, The Nameless City) and drawn by Peter Wartman (Stonebreaker), in collaboration with Avatar: The Last Airbender creators Michael Dante DiMartino and Bryan Konietzko, this is the ultimate continuation of Avatar!

Collects Avatar: The Last Airbender - Imbalance parts 1-3 (ATLA volumes 16-18).","2023-04-23"
"101473","9781595828750","Graphic Novels & Manga","",0,,,0,0,,,,,0,1,"","","Avatar: The Last Airbender - The Promise Part 2",,"en","Graphic Novels & Manga,Media Tie-In,Fantasy","Gene Luen Yang,Bryan Koneitzko","Various Gurihiru","","","","","Dark Horse Books",80,"2012-05-29","paperback",,,,,,,,,,,,,,"Aang and Katara are working tirelessly for peace when an impasse between Fire Lord Zuko and Earth King Kuei over Fire Nation colonies within the borders of the Earth Nation threatens to plunge the world back into war! Meanwhile, Sokka must help Toph prepare her hapless first class of metalbending students to defend their school against a rival class of firebenders! 

* Written by Eisner winner and National Book Award nominee Gene Luen Yang (American Born Chinese).","2023-10-07"
"8837","9781595828118","Graphic Novels & Manga","",0,,,0,0,,,,,0,1,"","","Avatar: The Last Airbender - The Promise Part 1",,"en","Performing Arts,Media Tie-In,Graphic Novels & Manga","Gene Luen Yang,Tim Hedrick","Various Gurihiru","","","","","Dark Horse Books",80,"2012-01-24","paperback",,,,,,,,,,,,,,"The wait is over! Ever since the conclusion of Avatar: The Last Airbender, its millions of fans have been hungry for more&mdash;and it's finally here!

This series of digests rejoins Aang and friends for exciting new adventures, beginning with a faceoff against the Fire Nation that threatens to throw the world into another war, testing all of Aang's powers and ingenuity!

* The continuation of Airbender and the link to its upcoming sequel, Legend of Korra!

* Written by Gene Luen Yang, author of the National Book Award-nominated American Born Chinese.","2023-04-02"
"115511","9781595827487","Graphic Novels & Manga","",0,,,0,0,,,,,0,1,"","","Avatar: The Last Airbender - The Lost Adventures",,"en","Graphic Novels & Manga,Media Tie-In,Fantasy","Bryan Koneitzko,Various","Various Gurihiru","","","","","Dark Horse Books",240,"2011-06-14","paperback",,,,,,,,,,,,,,"For three years, millions of eager fans tuned in to watch new episodes of Nickelodeon's hit animated series Avatar: The Last Airbender. Ever since, fans have been hungry for more&mdash;and now their wait is finally over!

This volume collects the long-out-of-print, fan-favorite comics previously published in Nickelodeon Magazine and with the Airbender DVDs, plus over seventy brand-new comics pages. That's twenty-six stories set in Airbender continuity, by a host of top-notch talent, many of whom worked on the original animated series!

* A must-have for any Airbender fan!

* Twenty-six in-continuity stories, plus bonus content!

* The latest release in an ongoing partnership between Nickelodeon and Dark Horse, to bring you the very best in Airbender books!","2023-04-02"
"4830385","9781419756771","Fiction","",0,,,0,0,,,,,0,1,"","","Avatar, The Last Airbender",,"en","Teen & Young Adult TV, Movie, Video Game Adaptations,Teen & Young Adult Sword & Sorcery Fantasy,Teen & Young Adult Epic Fantasy","F. C. Yee","","","","","","Amulet Books",336,"2022-07-19","hardcover",,,,,,,,,,,,,,"From the New York Times bestselling author of Avatar, the Last Airbender: The Rise of Kyoshi and Avatar, the Last Airbender: The Shadow of Kyoshi comes a thrilling new chapter in the Chronicles of the Avatar series

Yangchen’s inexperience may prove to be her greatest asset . . .

Plagued by the voices of Avatars before her for as long as she can remember, Yangchen has not yet earned the respect felt for Avatar Szeto, her predecessor. In an era where loyalty is bought rather than earned, she has little reason to trust her counsel. When Yangchen travels to Bin-Er in the Earth Kingdom on political business, a chance encounter with an informant named Kavik leads to a wary partnership. Bin-Er is a city ruled by corrupt shang merchants who have become resentful of the mercurial Earth King and his whims. To extract themselves from his influence, the shangs have one solution in mind: a mysterious weapon of mass destruction that would place power squarely in their hands. As Yangchen and Kavik seek to thwart the shangs’ plan, their unlikely friendship deepens. But for Yangchen to chart her course as a singularly powerful Avatar, she must learn to rely on her own wisdom above all else.

This propulsive third installment in the Chronicles of the Avatar series illuminates Avatar Yangchen’s journey from uncertain young woman to revered leader.","2023-03-23"
"54435","9780374104108","Fiction","",0,,,0,0,,,,,0,1,"","","Authority (Southern Reach, #2)","A Novel","en","Contemporary Fiction,Thrillers,Fantasy","Jeff Vandermeer","","","","","","Farrar, Straus and Giroux",341,"2014-05-06","paperback","Southern Reach",2,,,,,,,,,,,,"The bone-chilling, hair-raising second installment of the Southern Reach Trilogy

After thirty years, the only human engagement with Area X—a seemingly malevolent landscape surrounded by an invisible border and mysteriously wiped clean of all signs of civilization—has been a series of expeditions overseen by a government agency so secret it has almost been forgotten: the Southern Reach. Following the tumultuous twelfth expedition chronicled in Annihilation, the agency is in complete disarray.

John Rodríguez (aka ""Control"") is the Southern Reach's newly appointed head. Working with a distrustful but desperate team, a series of frustrating interrogations, a cache of hidden notes, and hours of profoundly troubling video footage, Control begins to penetrate the secrets of Area X. But with each discovery he must confront disturbing truths about himself and the agency he's pledged to serve.

In Authority, the second volume of Jeff VanderMeer's Southern Reach trilogy, Area X's most disturbing questions are answered . . . but the answers are far from reassuring.","2023-03-23"
"8855387","9780809437269","Non-Fiction","",0,,,289,1,,,,,0,1,"","","Attending Marvels","A Patagonian Journal","en","Nature","George Gaylord Simpson","","","","","","Not Avail",289,"1965-01-01","hardcover",,,,,,,,,,,,,,,"2023-12-18"
"3188820","9781250854513","Fiction","",0,,,0,0,,,,,0,1,"","","The Atlas Six (The Atlas, #1)",,"en","Fantasy","Olivie Blake","","","","","","Tor Books",336,"2022-03-01","hardcover","The Atlas",1,,,,,,,,,,,,"The Atlas Six by Olivie Blake is the runaway TikTok must-read fantasy novel of the year. If you loved Ninth House and A Deadly Education, you’ll love this.

The world’s best young magicians accept the opportunity of a lifetime.
Six are chosen. Only five will walk away.

The Alexandrian Society is a secret society of magical academicians, the best in the world. Their members are caretakers of lost knowledge from the greatest civilizations of antiquity. And those who earn a place among their number will secure a life of wealth, power, and prestige beyond their wildest dreams. Each decade, the world’s six most uniquely talented magicians are selected for initiation – and here are the chosen few . . .

- Libby Rhodes and Nicolás Ferrer de Varona: inseparable enemies, cosmologists who can control matter with their minds.
- Reina Mori: a naturalist who can speak the language of life itself.
- Parisa Kamali: a mind reader whose powers of seduction are unmatched.
- Tristan Caine: the son of a crime kingpin who can see the secrets of the universe.
- Callum Nova: an insanely rich pretty boy who could bring about the end of the world. He need only ask.

When the candidates are recruited by the mysterious Atlas Blakely, they are told they must spend one year together to qualify for initiation. During this time, they will be permitted access to the Society’s archives and judged on their contributions to arcane areas of knowledge. Five, they are told, will be initiated. One will be elim...","2023-09-04"
"1996923","9780879697082","Non-Fiction","",0,,,465,1,,,,,0,1,"","","At the Bench: A Laboratory Navigator, Updated Edition (Updated)","A Laboratory Navigator","en","Scientific Equipment, Experiments & Techniques","Kathy Barker","","","","","","Cold Spring Harbor Laboratory Press",465,"2004-11-02","paperback",,,,,,,,,,,,,,"At the Bench is the unique and hugely successful handbook for living and working in the laboratory, an essential aid to understanding basic lab techniques and how research groups work at a human level. In this newly revised edition, chapters have been rewritten to accommodate the impact of computer technology and the Internet, not only on the acquisition and analysis of data, but also on its organization and presentation. Alternatives to the use of radiation have been expanded, and figures and illustrations have been redrawn to reflect changes in laboratory equipment and procedures.","2023-04-09"
"1125335","9781439168936","Non-Fiction","",0,,,432,1,,,,,0,1,"","","The Astounding, the Amazing, and the Unknown","A Novel","en","Contemporary Fiction,Historical Fiction","Paul Malmont","","","","","","Simon  Schuster",432,"2011-07-05","hardcover",,,,,,,,,,,,,,"Based on an incredible true episode of World War II history, Paul Malmont’s new novel is a rollicking blend of fact and fiction about the men and women who were recruited to defeat the Nazis and ended up creating the future. In 1943, when the United States learns that Germany is on the verge of a deadly innovation that could tip the balance of the war, the government turns to an unlikely source for help: the nation’s top science fiction writers. Installed at a covert military lab within the Philadelphia Naval Yard are the most brilliant of these young visionaries. The unruly band is led by Robert Heinlein, the dashing and complicated master of the genre. His “Kamikaze Group,” which includes the ambitious genius Isaac Asimov, is tasked with transforming the wonders of science fiction into science fact and unlocking the secrets to invisibility, death rays, force fields, weather control, and other astounding phenomena—and finding it harder than they ever imagined. 

When a German spy washes ashore near the abandoned Long Island ruins of a mysterious energy facility, the military begins to fear that the Nazis are a step ahead of Heinlein’s group. Now the oddball team, joined by old friends from the Pulp Era including L. Ron Hubbard (court-martialed for attacking Mexico), must race to catch up. The answers they seek may be locked in the legendary War of Currents, which was fought decades earlier between Nikola Tesla and Thomas Edison. As the threat of an imminent Nazi invasion ...","2023-12-18"
"4499","9781619633612","Fiction","",0,,,0,0,,,,,0,1,"","","The Assassin's Blade","The Throne Of Glass Novellas","en","Teen & Young Adult,Fantasy,Sci-Fi & Fantasy","Sarah J. Maas","","","","","","Bloomsbury Press",464,"2014-03-04","hardcover",,,,,,,,,,,,,,"In this irresistible bind-up of New York Times bestselling author Sarah J. Maas’s five novellas, discover where Celaena’s saga began.
Celaena Sardothien is Adarlan’s most feared assassin. As part of the Assassin’s Guild, she’s sworn to her master, Arobynn Hamel, yet Celaena listens to no one and trusts only her fellow killer for hire, Sam. 
In these action-packed prequel novellas to Throne of Glass, Celaena embarks on five daring missions. They take her from remote islands to hostile deserts, where she fights to liberate slaves and avenge tyranny. But by acting on her own terms, will Celaena truly free herself from her master, or will she suffer an unimaginable punishment for such treachery? 
This bind-up features all four of the previously published e-novellas along with a story now available in the US for the first time, The Assassin and the Healer.","2023-05-27"
"51475","9780553573398","Fiction","",0,,,0,0,,,,,0,1,"","","Assassin's Apprentice","The Farseer Trilogy Book 1","en","Epic Fantasy,Epic,Arthurian","Robin Hobb","","","","","","Spectra",448,"1996-03-01","paperback","Farseer Trilogy",1,,,,,,,,,,,,"“Fantasy as it ought to be written . . . Robin Hobb’s books are diamonds in a sea of zircons.”—George R. R. Martin

Young Fitz is the bastard son of the noble Prince Chivalry, raised in the shadow of the royal court by his father’s gruff stableman. He is treated as an outcast by all the royalty except the devious King Shrewd, who has him secretly tutored in the arts of the assassin. For in Fitz’s blood runs the magic Skill—and the darker knowledge of a child raised with the stable hounds and rejected by his family.

As barbarous raiders ravage the coasts, Fitz is growing to manhood. Soon he will face his first dangerous, soul-shattering mission. And though some regard him as a threat to the throne, he may just be the key to the survival of the kingdom.

Praise for Robin Hobb and Assassin’s Apprentice

“A gleaming debut in the crowded field of epic fantasies . . . a delightful take on the powers and politics behind the throne.”—Publishers Weekly

“This is the kind of book you fall into, and start reading slower as you get to the end, because you don’t want it to be over.”—Steven Brust","2023-12-02"
"320904","9781933718552","Fiction","",0,,,466,1,,,,,0,1,"","","Ashfall (Ashfall, #1)",,"en","Contemporary Fiction,Thrillers,Adventure","Mike Mullin","","","","","","Tanglewood Press",466,"2011-10-11","hardcover","Ashfall",1,,,,,,,,,,,,"Under the bubbling hot springs and geysers of Yellowstone National Park is a supervolcano. Most people don't know it's there. The caldera is so large that it can only be seen from a plane or satellite. It just could be overdue for an eruption, which would change the landscape and climate of our planet.

For Alex, being left alone for the weekend means having the freedom to play computer games and hang out with his friends without hassle from his mother. Then the Yellowstone supervolcano erupts, plunging his hometown into a nightmare of darkness, ash, and violence. Alex begins a harrowing trek to search for his family and finds help in Darla, a travel partner he meets along the way. Together they must find the strength and skills to survive and outlast an epic disaster.","2023-03-23"
"320905","9781933718750","Fiction","",0,,,576,1,,,,,0,1,"","","Ashen Winter (Ashfall, #2)",,"en","Fiction,Adventure,Science Fiction","Mike Mullin","","","","","","Tanglewood Press",576,"2012-10-16","hardcover","Ashfall",2,,,,,,,,,,,,"It's been over six months since the eruption of the Yellowstone supervolcano. Alex and Darla have been staying with Alex’s relatives, trying to cope with the new reality of the primitive world so vividly portrayed in Ashfall, the first book in this series. It's also been six months of waiting for Alex's parents to return from Iowa. Alex and Darla decide they can wait no longer and must retrace their journey into Iowa to find and bring back Alex's parents to the tenuous safety of Illinois. But the landscape they cross is even more perilous than before, with life-and-death battles for food and power between the remaining communities. When the unthinkable happens, Alex must find new reserves of strength and determination to survive.","2023-03-23"
"1171125","9780060925543","Non-Fiction","",0,,,0,0,,,,,0,1,"","","The Art of Dreaming",,"en","BODY, MIND & SPIRIT/General","Carlos Castaneda","","","","","","William Morrow Paperbacks",272,"2003-09-01","paperback",,,,,,,,,,,,,,"Bestselling author Carlos Castaneda introduces readers to the worlds that exist within their dreams.","2023-12-18"
"10831871","9780486995199","Non-Fiction","",0,,,0,0,,,,,0,1,"","","Art Nouveau Motifs",,"en","Design","Dover Publications Inc","","","","","","Courier Corporation",52,"2002-01-01",,,,,,,,,,,,,,,"Languid ladies, enchanting florals, and other sensuous designs add panache to any print project. 421 royalty-free images; all images included on disc.","2024-06-18"
"1023607","9780486245133","Non-Fiction","",0,,,123,1,,,,,0,1,"","","Art Nouveau Frames and Borders","2500 Copyright-free Illustrations for Artists and Craftsmen","en","Photography,Industrial / Commercial Art & Design,Illustration","Carol Belanger Grafton","","","","","","Dover Publications",123,"1983-08-01","paperback",,,,,,,,,,,,,,"Indispensable collection for enhancing menus, invitations, ad copy, greeting cards, catalogs — almost any graphic project — includes 199 black-and-white designs, among them crisply rendered floral and foliate motifs, butterflies and peacocks, female figures and sensuous cherubs, asymmetrical shapes and undulating lines, all in a variety of shapes and sizes.","2023-08-11"
"10087562","9780486155340","Non-Fiction","",0,,,57,1,,,,,0,1,"","","Art Nouveau Floral Ornament in Color",,"en","Design","Maurice P. Verneuil,Francis A. Davis","","","Charles Rahn Fry","","","Courier Corporation",57,"2013-02-13","ebook",,,,,,,,,,,,,,"Classic portfolio includes 197 original designs, shown on 48 color plates: arrowhead, blackberry, buttercup, columbine, gourd, honeysuckle, iris, thistle, more; plus animal motifs: seahorses, kingfishers, peacocks, others, as well as some rarely associated with ornamental beauty such as rats and lizards. ""An attractive and useful reference source."" — Theatre Craft.","2023-08-11"
"51373","9780886773786","Fiction","",0,,,320,1,,,,,0,1,"","","Arrows of the Queen",,"en","Epic Fantasy,Epic,Paranormal","Mercedes Lackey","","","","","","DAW",320,"1987-03-03","paperback","Heralds of Valdemar",1,,,,,,,,,,,,"Follows the adventures of Talia as she trains to become a Herald of Valdemar in the first book in the classic epic fantasy Arrows trilogy

Chosen by the Companion Rolan, a mystical horse-like being with powers beyond imagining, Talia, once a runaway, has now become a trainee Herald, destined to become one of the Queen’s own elite guard. For Talia has certain awakening talents of the mind that only a Companion like Rolan can truly sense.

But as Talia struggles to master her unique abilities, time is running out. For conspiracy is brewing in Valdemar, a deadly treason that could destroy Queen and kingdom. Opposed by unknown enemies capable of both diabolical magic and treacherous assassination, the Queen must turn to Talia and the Heralds for aid in protecting the realm and insuring the future of the Queen’s heir, a child already in danger of becoming bespelled by the Queen’s own foes.","2023-08-17"
"51374","9780886773779","Fiction","",0,,,320,1,,,,,0,1,"","","Arrow's Flight",,"en","Epic Fantasy,Epic,Romance","Mercedes Lackey","","","","","","DAW",320,"1987-09-01","paperback","Heralds of Valdemar",2,,,,,,,,,,,,"Follows the adventures of Talia as she travels the land as a Herald of Valdemar in the second book in the classic epic fantasy Arrows trilogy

Talia could scarcely believe that she had finally earned the rank of full Herald. Yet though this seemed like the fulfillment of all her dreams, it also meant she would face trials far greater than those she had previously survived. For now Talia must ride forth to patrol the kingdom of Valdemar, dispending Herald's justice throughout the land.

But in this realm beset by dangerous unrest, enforcing her rulings would require all the courage and skill Talia could command—for if she misused her own special powers, both she and Valdemar would pay the price!","2023-12-02"
"51418","9780886774004","Fiction","",0,,,320,1,,,,,0,1,"","","Arrow's Fall",,"en","Epic Fantasy,Epic,Paranormal","Mercedes Lackey","","","","","","DAW",320,"1988-01-05","paperback","Heralds of Valdemar",3,,,,,,,,,,,,"Follows the adventures of Talia as she travels the land as a Herald of Valdemar in the third book in the classic epic fantasy Arrows trilogy

With Elspeth, the heir to the throne of Valdemar, come of marriageable age, Talia, the Queen’s Own Herald returns to court to find Queen and heir beset by diplomatic intrigue as various forces vie for control of Elspeth’s future. 

But just as Talia is about to uncover the traitor behind all these intrigues, she is sent off on a mission to the neighboring kingdom, chosen by the Queento investigate the worth of a marriage proposal from Prince Ancar. And, to her horror, Talia soon discovers there is far more going on at Prince Ancar’s court than just preparation for a hoped-for royal wedding. For a different magic than that of the Heralds is loose in Ancar’s realm—an evil and ancient sorcery that may destroy all of Valdemar unless Talia can send warning to her Queen in time!","2023-12-02"
"17824","9780142416891","Fiction","",0,,,384,1,,,,,0,1,"","","ArchEnemy","The Looking Glass Wars, Book Three","en","Fantasy & Magical,Epic,Fiction","Frank Beddor","","","","","","Speak",384,"2010-10-14","paperback","The Looking Glass Wars",3,,,,,,,,,,,,"The Heart Crystal's power has been depleted, and Imagination along with it. The people of Wonderland have all lost their creative drive, and most alarmingly, even Queen Alyss is without her powers. But at least the vicious Redd Heart seems to be similarly disabled. Amazingly, she is attempting to team up with her enemy, Alyss, in order to reclaim Wonderland from King Arch. Alyss might have no choice but to accept Redd's overtures, especially when she begins to receive alarming advice from the caterpillar oracles. . . .","2023-03-23"
"58759","9780425233368","Fiction","",0,,,0,0,,,,,0,1,"","","Archangel's Kiss",,"en","Sci-Fi & Fantasy,Paranormal,Suspense & Thriller","Nalini Singh","","","","","","Berkley",352,"2010-02-02","paperback","A Guild Hunter Novel",2,,,,,,,,,,,,"In this Guild Hunter novel, New York Times bestselling author Nalini Singh returns to her world of angelic rulers, vampiric servants, and the woman thrust into their darkly seductive world...

Vampire hunter Elena Deveraux wakes from a year-long coma to find herself changed—an angel with wings of midnight and dawn—but her fragile body needs time to heal before she can take flight. Her lover, the stunningly dangerous archangel Raphael, is used to being in control—especially when it comes to the woman he considers his own. But Elena has never done well with authority...

They’ve barely begun to learn each other when Raphael receives an invitation to a ball from the archangel Lijuan. To refuse would be a sign of fatal weakness, so Raphael must ready Elena for the flight to Beijing—and to the nightmare that awaits. For ancient and without conscience, Lijuan’s power lies with the dead. And she has organized the most perfect and most vicious of welcomes for Elena...","2023-12-02"
"702723","9781423163862","Fiction","",0,,,0,0,,,,,0,1,"","","Anything But Ordinary",,"en","Fiction,General,Romance","Lara Avery","","","","","","Hyperion Book CH",326,"2012-09-11","hardcover",,,,,,,,,,,,,,"An inspiring, bittersweet love story about making every day count.

Bryce remembers it like it was yesterday. The scent of chlorine. The blinding crack and flash of pain. Blood in the water.

When she wakes up in the hospital, all Bryce can think of is her disastrous Olympic diving trial. But everything is different now. Bryce still feels seventeen, so how can her little sister be seventeen, too? Life went on without her while Bryce lay in a coma for five years. Her best friend and boyfriend have just graduated from college. Her parents barely speak. And everything she once dreamed of doing—winning a gold medal, traveling the world, falling in love—seems beyond her reach.

But Bryce has changed too, in seemingly impossible ways. She knows things she shouldn’t. Things that happened while she was asleep. Things that haven’t even happened yet. During one luminous summer, as she comes to understand that her dreams have changed forever, Bryce learns to see life for what it truly is: extraordinary.","2023-03-23"
"10964","9780374104092","Fiction","",0,,,0,0,,,,,0,1,"","","Annihilation (Southern Reach, #1)","A Novel","en","Contemporary Fiction,Fantasy","Jeff Vandermeer","","","","","","Farrar, Straus and Giroux",195,"2014-02-04","paperback","Southern Reach",1,,,,,,,,,,,,"Area X has been cut off from the rest of the world for decades. Nature has reclaimed the last vestiges of human civilization. The first expedition returned with reports of a pristine, Edenic landscape; the second expedition ended in mass suicide, the third in a hail of gunfire as its members turned on one another. The members of the eleventh expedition returned as shadows of their former selves, and within weeks, all had died of cancer. In Annihilation, the first volume of Jeff VanderMeer's Southern Reach Trilogy, we join the twelfth expedition.

The group is made up of four women: an anthropologist; a surveyor; a psychologist, the de facto leader; and our narrator, a biologist. Their mission is to map the terrain, record all observations of their surroundings and of one another, and, above all, avoid being contaminated by Area X itself.

They arrive expecting the unexpected, and Area X delivers—but it’s the surprises that came across the border with them and the secrets the expedition members are keeping from one another that change everything.","2023-03-23"
"578441","9781568651064","Fiction","",0,,,0,0,,,,,0,1,"","","Annals of the Witch World",,"en","Contemporary Fiction","Andre Norton","","","","","","Doubleday Books",519,"1994-10-01","hardcover",,,,,,,,,,,,,,"Contains three Witch World novels: Witch World, Web of the Witch World, and Year of the Unicorn.","2024-06-01"
"550257","9780451524492","Fiction","",0,,,640,1,,,,,0,1,"","","Anna Karenina",,"en","Fiction,Fiction Classics","Leo Tolstoy","","","","","","Signet",640,"1961-04-01","paperback",,,,,,,,,,,,,,"This edition, the famous Constance Garnett translation, has been revised throughout by Leonard J. Kent and Nina Berberova.

""Happy families are all alike; every unhappy family is unhappy in its own way."" So begins Anna Karenina, Leo Tolstoy's great modern novel of an adulterous affair set against the backdrop of Moscow and St. Petersburg high society in the later half of the nineteenth century. A sophisticated woman who is respectably married to a government bureaucrat, Anna begins a passionate, all-consuming involvement with a rich army officer. Refusing to conduct a discreet affair, she scandalizes society by abandoning both her husband and her young son for Count Vronsky--with tragic consequences. Running parallel is the story of the courtship and marriage of Konstantin Levin (the melancholy nobleman who is Tolstoy's stand-in) and Princess Kitty Shcherbatsky.

Levin's spiritual searching and growth reflect the religious ideals that at the time Tolstoy was evolving for himself. Taken together, the two plots embroider a vast canvas that ultimately encompasses all levels of Russian society. ""Now and then Tolstoy's novel writes its own self, is produced by its matter, but its subject,"" noted Vladimir Nabokov. ""Anna Karenina is one of the greatest love stories in world literature."" As Matthew Arnold wrote in his celebrated essay on Tolstoy: ""We are not to take Anna Karenina as a work of art; we are to take it as a piece of life.""","2023-12-02"
"5453004","9780199737598","Non-Fiction","",0,,,449,1,,,,,0,1,"","","Animal Behavior: Concepts, Methods, and Applications","Concepts, Methods, and Applications","en","Psychology,Zoology & Animal Sciences,Wildlife: General Interest","Shawn E. Nordell,Thomas F. Valone","","","","","","Oxford University Press, USA",449,"2013-09-02","paperback",,,,,,,,,,,,,,"EMPHASIZES CONCEPTS. 
Focusing on big-picture concepts and the nature of scientific inquiry, Animal Behavior: Concepts, Methods, and Applications gives students the tools that they need in order to understand and evaluate research examples and develop higher-order critical-thinking skills. Shawn E. Nordell and Thomas J. Valone build each chapter around broad organizing concepts, offering students a clear learning progression and a solid framework for scaffolding their knowledge. 
FOCUSES ON METHODOLOGY AND THE PROCESS OF SCIENCE. 
Each concept is illustrated using research from the primary literature with an emphasis on the methods of the featured studies. The authors clearly identify the research question, hypothesis, and prediction for each featured study and then demonstrate how the methods allow the prediction to be tested. Many of the data figures throughout the text present means with standard errors, as they would typically appear in the primary literature. 
HIGHLIGHTS REAL-WORLD APPLICATIONS. 
To help students understand the significance of what they are studying, each chapter contains examples of how various people and groups are applying the concepts in animal behavior research to societal problems and issues. 
PRESENTS RICH PEDAGOGY. 
In addition to bolded key terms, a running glossary, chapter summaries, and thought-provoking discussion questions, Animal Behavior includes: 
- -Featured Research- narratives that illustrate and support key concepts in depth 
- -S...","2023-04-09"
"58758","9780425226926","Fiction","",0,,,0,0,,,,,0,1,"","","Angels' Blood",,"en","Sci-Fi & Fantasy,Paranormal,Romantic","Nalini Singh","","","","","","Berkley",368,"2009-03-03","paperback","A Guild Hunter Novel",1,,,,,,,,,,,,"FIRST IN THE GUILD HUNTER SERIES!

Nalini Singh introduces readers to a world of beauty and bloodlust, where angels hold sway over vampires.

Vampire hunter Elena Deveraux is hired by the dangerously beautiful Archangel Raphael. But this time, it’s not a wayward vamp she has to track. It’s an archangel gone bad.

The job will put Elena in the midst of a killing spree like no other—and pull her to the razor’s edge of passion. Even if the hunt doesn’t destroy her, succumbing to Raphael’s seductive touch just may. For when archangels play, mortals break.","2023-12-02"
"204941","9780062683229","Fiction","",0,,,0,0,,,,,0,1,"","","Angel Mage",,"en","YOUNG ADULT FICTION/Fantasy / Epic,YOUNG ADULT FICTION/Action & Adventure / General,YOUNG ADULT FICTION/Romance / General","Garth Nix","","","","","","Katherine Tegen Books",560,"2019-10-01","hardcover",,,,,,,,,,,,,,"More than a century has passed since Liliath crept into the empty sarcophagus of Saint Marguerite, fleeing the Fall of Ystara. But she emerges from her magical sleep still beautiful, looking no more than nineteen, and once again renews her single-minded quest to be united with her lover, Palleniel, the archangel of Ystara.

A seemingly impossible quest, but Liliath is one of the greatest practitioners of angelic magic to have ever lived, summoning angels and forcing them to do her bidding.

Liliath knew that most of the inhabitants of Ystara died from the Ash Blood plague or were transformed into beastlings, and she herself led the survivors who fled into neighboring Sarance. Now she learns that angels shun the Ystarans’ descendants. If they are touched by angelic magic, the descendants’ blood turns to ash. They are known as Refusers, and can only live the most lowly lives.

But Liliath cares nothing for the descendants of her people. Four young Sarancians hold her interest: Simeon, a studious doctor-in-training; Henri, a dedicated fortune hunter; Agnez, an adventurous musketeer cadet; and Dorotea, an icon-maker and scholar of angelic magic. 

The four feel a strange kinship from the moment they meet, but do not know why, or suspect their importance. All become pawns in Liliath’s grand scheme to fulfill her destiny and be united with the love of her life. No matter the cost to everyone else. . . .","2023-03-23"
